id,title,year,reference,authors,keywords,format
1794,Insects of the Falkland Islands: A checklist and bibliography.,1984,British Museum (Natural History): London,"Robinson, G.S.","Insects, Falkland islands",Scientific Paper
1795,"Notes on the Carabidae from the Falkland Islands (Coleoptera, Caraboidea). (French)",1982,Bulletin of the Entomological Society of France. 87 (5-6): 200-204,"Roux, P., Voisin, J.F.",Ground beetles,Scientific Paper
1796,Siphonaptera from the Falkland Islands.,1961,"The Entomologist, March 1961, 66-69.","Smit, F.G.A.","Siphonaptera, Bird-fleas, Falkland islands.",Scientific Paper
1800,"Two spiders in sub family Mynogleninae (Araneae: Linyphiidae) from the Falkland Islands, South Atlantic.",1983,"Journal of Zoology, London. 200 pp 549-560","Usher, M.B.","Beauchene island, Spiders, Mynogleninae, Araneae, Linyphiidae, Falkland islands, South atlantic.",Scientific Paper
1801,"Spiders from Beauchene Island, Falkland Islands, South Atlantic",1983,"Journal of Zoology, London. 200 (Pt. 4): 571-582","Usher, M.B.","Spiders, Beauchene island, Falkland islands, South atlantic",Scientific Paper
1802,Spiders in the Falkland Islands.,1984,Newsletter from the Falkland Islands Foundation. 2 pp 2-4,"Usher, M.B.","Spiders, Falkland islands.",Scientific Paper
1803,Notes on the formation and life of ponds of the Falkland Islands and South Georgia,1975,Bulletin of the British Antarctic Survey. 40:  37-47,"Weller, M.W.","Insects, Fauna, Conservation, Falkland islands",Scientific Paper
1805,Some oribatid mites (Acari) from the Falkland Islands.,1988,Opuscula Zoologica Budapest. 23 pp 111-115,"Balogh, P.","Oribatid mites, Acari, Falkland islands.",Scientific Paper
1807,"A new freshwater halacarid mite, genus Peregrinacarus (Halacaridae, Acari) from the Falklands.",2001,"Hydrobiologia, 452, pp. 139-144.","Bartsch, I.","Halacaridae, Freshwater, Peregrinacarus, New species, Description, Falkland islands",Scientific Paper
1810,Genetic variation and pathotype response in Globdera pallida (Nematoda: Heterodiridae) from the Falkland Islands.,1992,"Nematologica, 38, pp. 175-189.","Zaheer, Z., Fleming, C., Turner, S.J., Kerr, J.A., McAdam, J.","Pathotypes, Isoelectric focusing, Isozymes, Gene pools, Globodera pallida, Potato root",Scientific Paper
1855,Distribution and utilization of grasses in arid and semi-arid regions.,1992,"In: Chapman, G. (ed.)  Desertified grassland: their biology and management. Papers presented at an International Symposium, London, 28 Feb and 1 Mar 1991, pp. 3-16.","Renvoize, S.A., Cope, T.A., Cook, F.E.M., Clayton, W.D., Wickens, G.E.",,Scientific Paper
1856,Further account of the Tussac Grass. To Lord Stanley.,1845,"The Journal of the Royal Agricultural Society of England (V), pp. 50-52.","Moody, R.C.",,Scientific Paper
1857,On the Tussac Grass. To Mr. Matheson M.P.,1849,The Journal of the Royal Agricultural Society of England (X): 182 - 184,"Scobie, J.",,Scientific Paper
1858,Winter forage in Britain : the possible use of pampas and tussac grasses.,1940,"Empire Journal of Experimental Agriculture, Vol. 6: 289-94","Davies, W.",,Scientific Paper
1859,Commercial control of Puccinia striiformis and other rusts in seed crops of Poa pratensis by nickel fungicides.,1963,"Phytopathology, 53, pp. 209-216.","Hardison, J.R.",,Scientific Paper
1860,Ecosystem Processes in a Stand of Ulex Europaeus L.: I. Dry Matter Production Litter Fall and Efficiency of Solar Energy Utilization.,1971,"Journal of Ecology, 59 (1), pp. 31-38.","Egunjobi, J.K.",,Scientific Paper
1861,"Vascular plant vegetation of the Southern Circumpolar Region in relation to antarctic, alpine, and arctic vegetation.",1979,"Canadian Journal of Botany, Vol. 57: 2167-2178","Bliss, L.C.",,Scientific Paper
1862,"Seeds, seed ripening, germination and viability in some species of Hebe.",1976,"Proceeds of the  New Zealand Ecological Society, Vol. 23: 99-108","Simpson, M.J.A.",,Scientific Paper
1863,Evolution and biogeography of the Hebe complex (Scrophulariaceae) inferred from ITS sequences.,1998,"New Zealand Journal of Botany, 36, pp. 425-437.","Wagstaff, S.J., Garnock-Jones, P.J.",,Scientific Paper
1864,"Comparative leaf morphology of plant communities in New Zealand, the Andes and the European Alps.",1996,"Journal of the Royal Society of New Zealand, 26, pp. 41-78.","Halloy, S.R.P., Mark, A.F.",,Scientific Paper
1865,The influence of Island Area on Ecosystem Properties,1997,"Science, Vol. 277: 1296 - 1299","Wardle, D.A., Zackrisson, O., Hornberg, G., Gallet, C.",,Scientific Paper
1866,Growth of flowering stems in five New Zealand Tussock Grasses,1963,"New Zealand Journal of Botany, 1, pp. 149-165.","Connor, H.E.",,Scientific Paper
1867,"The Canopy Structure of Tundra Plant Communities at Barrow, Alaska, and Niwot Ridge, Colorado",1974,"Arctic and Alpine Research, Vol. 6, No. 2, 1974: 151-159","Caldwell, M.M., Tieszen, L.L., Fareed, M.",,Scientific Paper
1868,Population structure and processes of Tundra plants and vegetation,1985,"Handbook of Vegetation Science: III. The population structure of vegetation, White, J.(ed): 399 - 439","Callaghan, T.V., Emanuelsson, U.",,Scientific Paper
1869,Studies on plant colonization and community development in Antarctic Fellfields,1985,"British Antarctic Survey Bulletin, No. 68: 109-113","Lewis Smith, R.I.",,Scientific Paper
1870,Photosynthesis and respiration in the Sub-Antarctic Tussock Grass Poa Cookii,1983,"The New Phytologist, Vol. 95: 533-543","Bate, G.C., Smith, V.R.",,Scientific Paper
1871,Strategies of Survival in plants of the Fennoscandian Tundra,1991,"Arctic, Vol. 44, No. 2: 95-105","Stonesson, M., Callaghan, T.V.",,Scientific Paper
1872,Grazing management of oversown tussock country: II. Effects of botanical composition.,1992,"New Zealand Journal of Agricultural Research, 35, pp. 7-19.","Allan, B.E., O'Connor, K.F., White, J.G.H.",,Scientific Paper
1873,"Grazing management of oversown tussock country: I. A review of traditional practice, experience and research.",1992,"New Zealand Journal of Agricultural Research, 35, pp. 1-6.","Allan, B.E.",,Scientific Paper
1874,Ecological straegies in a Patagonian arid steppe.,1983,"Vegetatio, 56, pp. 9-15.","Soriano, A., Sala, O.",,Scientific Paper
1875,"Insect damage to grasses oversown into tussock grassland in Central Otago, New Zealand.",1991,"New Zealand Journal of Agricultural Research, Vol. 34: 305-309","Bremner, G.",,Scientific Paper
1876,Regeneration pattern of Poa foliosa Hook F. on Macquarie Island,1965,"Proceedings of the Royal Society of Victoria, Vol. 79(1): 215-233","Ashton, D.H.",,Scientific Paper
1877,Account of the Tussac Grass (Dactylis cespitosa) growing on Peat Bogs in the Falkland Islands. To Lord Stanley,1843,"The Journal of the Royal Agricultural Society of England (IV), pp. 17-21.","Moody, R.C.",,Scientific Paper
1878,On the Tussac Grass. To Viscount Palmerston,1846,The Journal of the Royal Agricultural Society of England (VII): 72-77,"Moody, R.C.",,Scientific Paper
1879,Tabulated Results of Analyses in Agricultural Chemistry,1852,The Journal of the Royal Agricultural Society of England (XIII): 474-481,Anon,,Scientific Paper
1880,"The effects of the spatial pattern of defoliation on regrowth of a tussock grass: III. Photosynthesis, canopy structure and light interception.",1990,Oecologia. 82: 12-17,"Gold, W.G., Caldwell, M.M.","Regrowth, Tussock grass, Growth, Grasses",Scientific Paper
1881,The effects of the spatial pattern of defoliation on regrowth of a tussock grass. II. Canopy Gas Exchange,1989,Oecologia. 81: 437- 442,"Gold, W.G., Caldwell, M.M.","Regrowth, Tussock grass, Growth, Grasses",Scientific Paper
1882,Management for biodiversity in grassland farming systems.,2001,The International Fertiliser Society. Proceedings No. 485: 27pp,"McAdam, J.H., Kerr, J.A., Fisher, G.E.J., Tallowin, J.R.B.",,Scientific Paper
1883,The agronomy and ecophysiology of Whitegrass (Cortaderia pilosa),1989,"3rd International Grassland Ecology Conference, Banksa Bystrica, Czechoslovakia. Czechoslovak Scientific and Technical Society: 117-124","McAdam, J.H., Davies, A.B., Harvey, B.M.R., Hoppe, G.M., Walton, D.W.H.",,Scientific Paper
1884,Coastal Diddle Dee Heath: An important habitat with a rich flora.,0,Unpublished ,"Broughton, D., McAdam, J.H.",,Scientific Paper
1885,A survey of Tussac grass soils in the Falkland Islands.,1996,"Department of Agriculture, Falkland Islands, 17pp.","Fuller, J.",,Scientific Paper
1886,Agronomic factors affecting  the establishment of Tussac grass (Parodiochloa flabellata) in the Falkland Islands.,0,Unpublished.,"Fuller, J., Hoppe, J., Howlett, S., Emmonds, A.",,Scientific Paper
1887,The Flora and Vegetation of the Falkland Islands,0,Unpublished paper,"Moore, D.M., Greene, S.M.",,Scientific Paper
1888,Charles Darwin's plant collections from the voyage of the Beagle,1980,"The Journal of the Society of Bibliography of Natural History, 9(4), pp. 515-525.","Porter, D.M.",,Scientific Paper
1889,FitzRoy's foxes and Darwin's finches,1992,"Archives of Natural History, 19(1), pp. 29-37.","Bourne, W.R.P.",,Scientific Paper
1890,Dry coastal ecosystems of New Zealand,1993,"In: E van der Maarel (ed.)  Ecosystems of the world 2B: Dry coastal ecosystems,  Chapter 15, pp. 197-221.","Johnson, P.N.",,Scientific Paper
1891,The Magellanic Tundra Complex,1983,"In: A.J.P. Gore (ed.) Ecosystems of the World 4B. Mires, swamp, Bog, fen and moor. Regional studies. Elsevier, Amsterdam. 295-329","Pisano, P., Venegas, C.C.","Magellanic tundra, Botany, Flora",Scientific Paper
1892,Effects of phosphate fertilzer on biomass production and N2(C2H2) fixation by pot-grown Ulex gallii Planchon in a forest soil,1991,"Biology and Fertility of Soils, 12, pp.177-181.","O'Toole, P.O., Cahalane, D.G., Farrell, E.P.",,Scientific Paper
1893,Grazing and plant growth interactions in a semiarid Festuca pallescens grassland (Patagonia),1990,"Journal of Range Management, 43(4), pp. 300-303.","Bertiller, M.B., Defosse, G.E.",,Scientific Paper
1894,Effect of plant growth regulators on seed yield in velvet grass (Holcus lanatus L.) cv. Massey Basyn,1992,"New Zealand Journal of Agricultural Research, 35, pp. 35-40.","Hampton, J.G., Tolentino, M.S., Hill, M.J.",,Scientific Paper
1895,Effect of plant age and severity of defoliation on regrowth of sheep's burnet during substrate moisture depletion,1994,"Grass and Forage Science, 49, pp. 334-342.","Douglas, D.G., Robertson, A.G., Chu, A.C.P.",,Scientific Paper
1897,"Introduccion, establecimento y potencial de Apion ulicis como antagonista de Ulex europaeus en el sur de Chile",1986,"Entomophaga, 31(1): 3-10","Norambuena, H., Carrillo, R., Neira, M.",,Scientific Paper
1898,Topographic patterns of above and below ground production and nirogen cycling in Alpine tundra,1998,"Ecology (The Ecolological Society of America), 79(7): 2253-2266","Fisk, M.C., Schmidt, S.K., Seastedt, T.R.",,Scientific Paper
1899,"Vegetation pattern and soil nutrients of a Magellanic moorland on the Cordillera de Piuchue, Chiloe Island, Chile",1991,"Revista Chilena de Historia Natural, (64): 461-478","Ruthsatz, B., Villgran, C.",,Scientific Paper
1900,Responses of diversity and growth-form dominance to fertility in Alaskan tundra fellfield communities,1992,"Arctic and Alpine Research, Vol. 24, No. 3: 233-237","Fox, J.F.",,Scientific Paper
1901,Woody stem production in Alaskan tundra shrubs,1986,"Ecology (The Ecological Society of America), 67(3): 660-669","Shaver, G.R.",,Scientific Paper
1902,Alkane distribution in epicuticular wax of some evergreen Ericaceae.,1981,"Canadian Journal of Botany, 59, pp. 1189-1191.","Salasoo, I.",,Scientific Paper
1903,"Arthropoda of the Subantartic Islands of New Zealand (1) Coleoptera: Carabidae Southern New Zealand, Patagonian, and Falkland Islands Insular Carabidae.",1974,"Journal of the Royal Society of New Zealand, 4 (3), pp. 283-302.","Johns, P.M.",,Scientific Paper
1904,Die kaferfauna des Antarkto - archiplatagebietes und ihre probleme (Summary),1952,"Transcripts of the 9th International Congress on Entomology, Vol. 1, pp. 559-560.","Schweiger, H.",,Scientific Paper
1905,Insect remains,1909,"Bulletin of the Geological Institute of Upsala, Vol. 11: 183-184","Holm, G.",,Scientific Paper
1906,On some new genera and species of Heteromerous Coleoptera (Helopidae) from Tierra del Fuego,1875,"Transactions of the Entomological Society of London, Part 4, Dec: 331-337","Waterhouse, C.O.",,Scientific Paper
1907,Cylindrorhininae aus dem Britschen Museum,1950,"Annals of the Magazine of Natural History, Vol. 12(5), pp 121-137.","Kuschel, G.",,Scientific Paper
1908,Notes on various South American coleoptera collected by Charles Darwin during the voyage of the 'Beagle' with descriptions of new genera and species,1918,"Entomologists Monthly Magazine, Vol. 54: 43-55","Champion, G.C.",,Scientific Paper
1909,Nitrogen nutrition in the estuarine zone: the case of Suaeda maritima var. macrocarpa,1985,"Plant Ecology, Vol. 62: 303-308","Boucaud, J., Billard, J.P.",,Scientific Paper
1910,Some studies on field distribution and seed germination of Suaeda fruticosa and Sporobolus arabicus with reference to salinity and sodicity of the medium,1986,"Plant and Soil, Vol. 94: 333-340","Sheikh, K.H., Mahmood, K.",,Scientific Paper
1911,Germination and early establishment of lower salt-marsh species in grazed and mown salt marsh,1992,"Journal of Vegetation Science,(3), pp.247-252.","Bakker, J.P., de Vries, Y.",,Scientific Paper
1912,Nutrient limitation and plant species composition in temperate salt marshes,1997,Oecologia (111): 325-330,"Kiehl, K., Esselink, P., Bakker, J.P.",,Scientific Paper
1913,Nutritional and fertiliser values of Suaeda vera J.F. Gmelin,1987,"Journal of Science, Food and Agriculture, (41): 115-122","Murillo, J.M., Barroso, M., Mazuelos, C., Sarmiento, R.",,Scientific Paper
1914,Falkland Islands agriculture - DANI and QUB involvelment,1988,"Agriculture in Northern Ireland, pp. 16-17.","McAdam, J.",,Scientific Paper
1915,Seaweeds as a source of chemicals and stock feed,1951,"Journal of Science, Food and Agriculture, (2): 477-487","Woodward, N.",,Scientific Paper
1916,Literature Review: The potential use of seaweed (Ascophylum nodosum) as a fertiliser and a source of nutrients for animals in organic farming systems.,2001,Unpublished paper,"Ryder, A.",,Scientific Paper
1917,Agricultural uses of seaweeds and seaweed extracts.,1991,"In: Guiry, M.D and Blunden, G. ed.  Seaweed Resources in Europe - Uses and Potential, Chichester, John Wiley & Sons, pp. 65-81.","Blunden, G.",,Scientific Paper
1918,The effects of a seaweed extract on the yield of a variety of field and glasshouse crops,1974,Proceeds of the 8th International Seaweed on Symposium: 740—744,"Stephenson, J.W.",,Scientific Paper
1919,"Sequential sampling of grass grub, Costelytra zealandica",1992,"New Zealand Journal of Agricultural Research, Vol. 35: 299-305","Heffernan, P.M., Jackson, T.A., Dyson, C.B., Saville, D.J.",,Scientific Paper
1920,Immature stages of curculiondale of Heard Island,1970,"Pacific Insects Monograph, (23): 261-270","May, B.M.",,Scientific Paper
1921,Ubicacion zoogeografica de las Islas Malvinas,1955,"Revista del Museo de La Plata, (6)","Ringuelet, R.A.",,Scientific Paper
1922,Conservation of oceanic island floras: Present and future global challenges.,2010,"Perspectives in Plant Ecology, Evolution and Systematics.","Caujape-Castells, J., Tye, A., Crawford, D.J., Santos-Guerra, A., Sakai, A.",,Scientific Paper
1923,Falklands Odyssey,2004,"Geomatics World, 12 (4), May/June, pp. 21-23.","Noble, T.",,Scientific Paper
1924,Indole-3-acetic acid elicits CA2+ - Dependent callose synthesis in the protonema of Funaria htgrometrica,1998,"Journal of Plant Physiology, Vol. 153: 520-522","Kapoor, S., Bhatla, S.C.",,Scientific Paper
1925,"Grazing legumes in Europe: a review of their status, management, benefits, research needs and future prospects.",2004,"Grass and Forage Science, 59, pp. 197-214.","Rochon, J.J., Doyle, C.J., Greef, J.M., Hopkins, A., Molle, G.",,Scientific Paper
1926,Agricultural Memorandum No. 887 - Twin lambing.,1980,Unpublished.,"Gloster, J., Field, M.",,Scientific Paper
1927,Agricultural Memorandum No. 891 - Forecasting 'wind chill' in lambs.,1980,Unpublished.,"Starr, J.R.",,Scientific Paper
1928,DNA amounts of angiosperms from the Antarctic and South Georgia,1982,"Environmental and Experimental Botany, 22(3), pp. 307-318.","Bennett, M.D., Smith, J.B., Lewis Smith, R.I.",,Scientific Paper
